,poistion,track_name,artist,popularity,followers,genres,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,track_id,art_id,album,year
87,88,No Money,Galantis,66,3290609,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.671,0.916,6,-4.014,0,0.0397,0.00762,0.24,0.803,126.01,189127,4,False,0gb1J5UrTpzaU1s3nupgCd,4sTQVOfp9vEMCemLw50sbu,No Money,2016
88,89,Side To Side,Ariana Grande,67,85188706,"['dance pop', 'pop']",0.65,0.736,6,-5.84,0,0.229,0,0.235,0.613,159.173,226160,4,True,43bCmCI0nSgcT7QdMXY6LV,66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,2016
89,90,Never Be Like You (feat. Kai),Flume,66,2327954,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",0.444,0.557,0,-5.476,1,0.0602,0,0.152,0.296,115.058,234910,4,True,5WI2ltQIdwgzf1SNE76JyR,6nxWCVXbOlEVRexSbLsTer,Skin,2016
90,91,Same Old Love,Selena Gomez,66,38617185,"['dance pop', 'pop', 'post-teen pop']",0.672,0.593,11,-4.01,0,0.0304,0,0.214,0.438,98.02,229080,4,False,1BZG99C7Co1r6QUC3zaS59,0C8ZW7ezQVs4URX5aX7Kqx,Revival (Deluxe),2016
91,92,Alaska,Maggie Rogers,66,882022,"['indie pop', 'pop']",0.847,0.386,9,-10.668,0,0.0507,0.00176,0.108,0.178,104.001,188000,4,False,4HfLQJtVT1KiX1eVedDyTm,4NZvixzsSefsNiIqXn0NDe,Heard It In A Past Life,2016
92,94,One Call Away,Charlie Puth,66,18414209,"['dance pop', 'pop', 'viral pop']",0.667,0.613,1,-5.353,1,0.0344,0,0.115,0.47,91.024,194453,4,False,7soJgKhQTO8hLP2JPRkL5O,6VuMaDnrHyPL1p4EHjYLi7,Nine Track Mind,2016
93,95,Hotter Than Hell,Dua Lipa,65,37375109,"['dance pop', 'pop', 'uk pop']",0.532,0.868,3,-4.23,0,0.0908,0,0.0584,0.529,110.127,187958,4,False,5eTNdkstwKaNahHf41fJ9u,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa (Deluxe),2016
94,96,Final Song,MØ,65,1398019,"['dance pop', 'danish pop', 'edm', 'electropop', 'pop', 'tropical house']",0.695,0.672,1,-6.109,0,0.0345,7.95e-05,0.0756,0.245,104.988,235827,4,False,4qqArAiTPueDxIp7cf87h7,0bdfiayQAKewqEvaU6rXCv,Final Song,2016
95,97,Hide Away,Daya,65,1440201,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",0.884,0.826,11,-3.672,0,0.0853,2.29e-06,0.0651,0.465,94.997,191368,4,False,7fPyCCiXVwbzPQ1MtoUChl,6Dd3NScHWwnW6obMFbl1BH,"Sit Still, Look Pretty",2016
96,98,Here,Alessia Cara,65,10882398,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.376,0.822,0,-3.974,1,0.104,0,0.0841,0.327,120.493,199453,4,False,664gdARxaClFsoF5SXKOws,2wUjUUtkb5lvLKcGKsKqsR,Know-It-All (Deluxe),2016
97,99,HandClap,Fitz and The Tantrums,64,801254,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",0.636,0.836,8,-3.004,1,0.0427,0.000157,0.0828,0.715,139.956,193253,4,False,4qRaZYiaOsSvWC7VgcxrI0,4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums (Deluxe Edition),2016
98,100,Sexual,NEIKED,64,133208,"['dance pop', 'edm', 'pop', 'pop dance', 'scandipop', 'tropical house']",0.797,0.567,2,-7.503,1,0.0651,0,0.0705,0.843,108.024,188889,4,False,5fKBwqSTuCbnJlCOpeRa3o,5H6xmHXjsq98NLbEjuE29f,Sexual,2016
